pert_iname,inchi_key,canonical_smiles,pubchem_cid
LY-225910,KUECXUACQOYKNB-UHFFFAOYSA-N,CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O,4355450
ZK-93423,ALBKMJDFBZVHAK-UHFFFAOYSA-N,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,121926
BRD-K33926001,KLJHTDMISIQUDF-UHFFFAOYSA-N,CCOC(=O)c1cc(nc(O)c1C#N)c2ccc(Cl)cc2,2726279
naproxol,LTRANDSQVZFZDG-SNVBAGLBSA-N,COc1ccc2cc(ccc2c1)[C@H](C)CO,-666
GBR-12783,XFBDGHFDKJITGC-UHFFFAOYSA-N,C(CN1CCN(CC=Cc2ccccc2)CC1)OC(c3ccccc3)c4ccccc4,5788723
arvanil,QVLMCRFQGHWOPM-ZKWNWVNESA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1ccc(O)c(OC)c1,-666
tracazolate,PCTRYMLLRKWXGF-UHFFFAOYSA-N,CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12,5522
cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,CN\C(NCCSCc1nc[nH]c1C)=N/C#N,-666
fexaramine,VLQTUNDJHLEFEQ-UHFFFAOYSA-N,COC(=O)C=Cc1cccc(c1)N(Cc2ccc(cc2)c3ccc(cc3)N(C)C)C(=O)C4CCCCC4,5326713
BRD-K34387287,QFGLVRXJBRXPKG-CVBAWMJOSA-N,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O,44498225
trimethobenzamide,FEZBIKUBAYAZIU-UHFFFAOYSA-N,COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,5577
moexipril,UWWDHYUMIORJTA-HSQYWUDLSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O,91270
tyrphostin-AG-494,HKHOVJYOELRGMV-XYOKQWHBSA-N,Oc1ccc(cc1O)\C=C(/C#N)C(=O)Nc1ccccc1,-666
GP-2a,SPEFJYZGXZENAF-UHFFFAOYSA-N,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1,16094766
glimepiride,WIGIZIANZCJQQY-RUCARUNLSA-N,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,3476
tebuthiuron,HBPDKDSFLXWOAE-UHFFFAOYSA-N,CNC(=O)N(C)c1nnc(s1)C(C)(C)C,-666
2-aminopurine,MWBWWFOAEOYUST-UHFFFAOYSA-N,Nc1ncc2nc[nH]c2n1,160416
hydroxycholesterol,IOWMKBFJCNLRTC-RNCHBCSGSA-N,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,10135759
alitretinoin,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,C/C(=C/C=C/C(=C/C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C,449171
molsidomine,XLFWDASMENKTKL-UHFFFAOYSA-N,CCOC(=O)/N=c\1/c[n+]([n-]o1)N2CCOCC2,5360788
levomepromazine,VRQVVMDWGGWHTJ-CQSZACIVSA-N,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,45479743
yohimbine,BLGXFZZNTVWLAY-SCYLSFHTSA-N,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,-666
ouabain,LPMXVESGRSUGHW-CIMHIGIKSA-N,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O,439501
pregnenolone,ORNBQBCIOKFOEO-QSXYEBRMSA-N,CC(=O)[C@H]1CC[C@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,7088398
methysergide,KPJZHOPZRAFDTN-ZRGWGRIASA-N,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,-666
niclosamide,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,-666
puromycin,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)n3cnc4c(ncnc34)N(C)C)cc1,23618032
cycloheximide,YPHMISFOHDHNIV-FSZOTQKASA-N,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,-666
WAY-170523,FARMEEAGJWMFSZ-UHFFFAOYSA-N,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO,9830392
AZ-10417808,VUBILPOZTRGZJK-UHFFFAOYSA-N,[O-][N+](=O)c1cc(C(=O)NCC=C)c2nc(Nc3ccc(Cl)c(Cl)c3)[nH]c(=O)c2c1,-666
PU-H71,SUPVGFZUWFMATN-UHFFFAOYSA-N,CC(C)NCCCn1c(Sc2cc3OCOc3cc2I)nc2c(N)ncnc12,9549213
doxepin,ODQWQRRAPPTVAG-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2COc3ccccc13,-666
tamibarotene,MUTNCGKQJGXKEM-UHFFFAOYSA-N,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12,108143
anabasine,MTXSIJUGVMTTMU-SNVBAGLBSA-N,C1CC[C@@H](NC1)c2cccnc2,-666
GSK-1070916,QTBWCSQGBMPECM-UHFFFAOYSA-N,CCn1cc(c(n1)-c1ccc(NC(=O)N(C)C)cc1)-c1ccnc2[nH]c(cc12)-c1cccc(CN(C)C)c1,46885626
BD-1047,MGVRNMUKTZOQOW-UHFFFAOYSA-N,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,-666
m-chlorophenylbiguanide,DIHXJZHAIHGSAW-UHFFFAOYSA-N,NC(=N)NC(=N)Nc1cccc(Cl)c1,2730228
isoreserpine,QEVHRUUCFGRFIF-VPHNHGCZSA-N,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,5701996
rivaroxaban,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,Clc1ccc(s1)C(=O)NC[C@H]1CN(C(=O)O1)c1ccc(cc1)N1CCOCC1=O,9875401
BRD-K37160541,BCBIJQMMXLMHSB-FLIBITNWSA-N,[O-][N+](=O)c1c(Br)cccc1\N=c1\ssnc1Cl,25181240
rhamnetin,JGUZGNYPMHHYRK-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(O)c(oc2c1)c3ccc(O)c(O)c3,-666
ethisterone,CHNXZKVNWQUJIB-SQDPYLFBSA-N,C[C@]12CC[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@H]1CC[C@@]2(O)C#C,7061041
mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C,55245
clozapine,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,-666
kenpaullone,QQUXFYAWXPMDOE-UHFFFAOYSA-N,Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1,3820
NSC-632839,PKCYYPHSCUSQDK-UHFFFAOYSA-N,Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1,6477762
doxepin,ODQWQRRAPPTVAG-BOPFTXTBSA-N,CN(C)CC\C=C1\c2ccccc2COc2ccccc12,-666
SB-525334,DKPQHFZUICCZHF-UHFFFAOYSA-N,Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C,9967941
"3,3'-diindolylmethane",VFTRKSBEFQDZKX-UHFFFAOYSA-N,C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,3071
LY-2183240,GZNIYOXWFCDBBJ-UHFFFAOYSA-N,CN(C)C(=O)n1nnnc1Cc1ccc(cc1)-c1ccccc1,11507802
paroxetine,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1,-666
etamivan,BQJODPIMMWWMFC-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(O)c(OC)c1,-666
XMD-16144,XGICKGXGLUYWDW-MDWZMJQESA-N,CN(C)C\C=C\C(=O)Nc1cccc(Nc2ncc3N(C)C(=O)c4ccccc4N(C)c3n2)c1,73707533
chenodeoxycholic-acid,RUDATBOHQWOJDD-NODVXJNMSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,40469454
bumetanide,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O,-666
domperidone,FGXWKSZFVQUSTL-UHFFFAOYSA-N,Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,-666
phenacetin,CPJSUEIXXCENMM-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1,-666
EMF-sumo1-8,YXSWGHDOGYIRBI-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)NC2CCCCCCC2,260972
malonoben,MKUVGSJPVXTADZ-UHFFFAOYSA-N,CC(C)(C)c1cc(C=C(C#N)[N+]#[C-])cc(c1O)C(C)(C)C,16759147
A-443644,YWTBGJGMTBHQTM-IBGZPJMESA-N,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,10172943
farnesylcysteine-methyl-ester,SIEHZFPZQUNSAS-GCVUPTOQSA-N,COC(=O)[C@@H](N)CSC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,6439225
dexamethasone,UREBDLICKHMUKA-CXSFZGCWSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5743
hesperidin,QUQPHWDTPGMPEX-QJBIFVCTSA-N,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,10621
BCL2-inhibitor,YPSXFMHXRZAGTG-UHFFFAOYSA-N,COc1ccc([N+][O-])c(CCc2cc(OC)ccc2[N+][O-])c1,-666
bithionol,JFIOVJDNOJYLKP-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,-666
BRD-K39187410,QNBCPLWFVGLFHO-CYBMUJFWSA-N,CN1CCc2cc(O)cc-3c2[C@H]1Cc4ccc(O)c(O)c43,11957531
betamethasone,UREBDLICKHMUKA-DVTGEIKXSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-666
rottlerin,DEZFNHCVIZBHBI-UHFFFAOYSA-N,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C(=O)C=Cc3ccccc3)c4OC(C)(C)C=Cc4c2O)c1O,-666
hyoscyamine,RKUNBYITZUJHSG-IIAWOOMASA-N,CN1[C@@H]2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,6334600
epirizole,RHAXSHUQNIEUEY-UHFFFAOYSA-N,COc1cc(C)nn1-c1nc(C)cc(OC)n1,3242
pregnenolone,VSBHRRMYCDQLJF-ZDNYCOCVSA-N,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,15032
GW-5074,LMXYVLFTZRPNRV-UHFFFAOYSA-N,Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br,-666
amthamine,LHVRFUVVRXGZPV-UHFFFAOYSA-N,Cc1nc(N)sc1CCN,-666
fluvastatin,FJLGEFLZQAZZCD-OALUTQOASA-N,CC(C)n1c(C=C[C@H](O)C[C@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12,1548972
L-161982,MMDNKTXNUZFVKD-UHFFFAOYSA-N,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(cc1)-c1ccccc1S(=O)(=O)NC(=O)c1sccc1C,-666
ochratoxin-a,RWQKHEORZBHNRI-BMIGLBTASA-N,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,442530
doconexent,MBMBGCFOFBJSGT-KUBAVDMBSA-N,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,-666
bisacodyl,KHOITXIGCFIULA-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1,-666
BRD-K40094191,SAIPSYFILFBTPK-UHFFFAOYSA-N,CN(C)c1nc(N)nc(CSc2nnnn2c3c(C)cccc3C)n1,17452347
torin-1,AKCRNFFTGXBONI-UHFFFAOYSA-N,CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1,49836027
tyrphostin-A9,MZOPWQKISXCCTP-UHFFFAOYSA-N,CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,5614
BRD-K40300908,LKAZLKLHUAIYCE-UHFFFAOYSA-N,Cc1ccc(cc1)n2nc3ccc(NC(=O)COc4ccccc4C)cc3n2,1109840
chlorpromazine,QBZBVQGQXSKQPX-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2S(=O)(=O)c2ccc(Cl)cc12,165214
digoxin,LTMHDMANZUZIPE-JEJJVJTCSA-N,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,73707466
hyoscyamine,RKUNBYITZUJHSG-FXUDXRNXSA-N,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c3ccccc3,154417
GR-79236,GYWXTRVEUURNEW-TVDBPQCTSA-N,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N[C@H]3CCC[C@@H]3O)ncnc12,9884817
L-165041,YBEZORYMVISYOA-UHFFFAOYSA-N,CCCc1c(O)c(CC=O)ccc1OCCCOc2ccc(OCC(=O)O)cc2,4364841
ritanserin,JUQLTPCYUFPYKE-UHFFFAOYSA-N,Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1,-666
cinanserin,RSUVYMGADVXGOU-BUHFOSPRSA-N,CN(C)CCCSc1ccccc1NC(=O)\C=C\c1ccccc1,-666
vincamine,RXPRRQLKFXBCSJ-GIVPXCGWSA-N,CC[C@]1(CCCN2CCc3c4[C@@H]21)C[C@](O)(C(=O)OC)n4c5ccccc35,15376
BAPTA-AM,YJIYWYAMZFVECX-UHFFFAOYSA-N,CC(=O)OCOC(=O)CN(CC(=O)OCOC(=O)C)c1ccccc1OCCOc2ccccc2N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C,-666
hexamethyleneamiloride,RQQJJXVETXFINY-UHFFFAOYSA-N,NC(=N)NC(=O)c1nc(Cl)c(nc1N)N2CCCCCC2,1794
parachlorophenol,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1,4684
deoxycholic-acid,KXGVEGMKQFWNSR-LLQZFEROSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,23679071
SB-334867,AKMNUCBQGHFICM-UHFFFAOYSA-N,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,6604926
BRD-K41668190,GOAOODKMEMAENX-JERWTEEISA-N,Oc1ccccc1NC(=O)CCCCCCC(=O)N/N=C/C=C/c2ccccc2,44507790
E-4031,SRUISGSHWFJION-UHFFFAOYSA-N,Cc1cccc(CCN2CCC(CC2)C(=O)c2ccc(NS(C)(=O)=O)cc2)n1,-666
triclosan,XEFQLINVKFYRCS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-666
tyrphostin-1,UOHFCPXBKJPCAD-UHFFFAOYSA-N,COc1ccc(C=C(C#N)C#N)cc1,-666
protriptyline,BWPIARFWQZKAIA-UHFFFAOYSA-N,CNCCCC1c2ccccc2C=Cc2ccccc12,-666
ezetimibe,OLNTVTPDXPETLC-XPWALMASSA-N,O[C@@H](CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1)c1ccc(F)cc1,150311
anandamide,LGEQQWMQCRIYKG-DOFZRALJSA-N,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO,5281969
BRD-K42419294,ZBAOXGUVNUTLHL-UHFFFAOYSA-N,OC(=O)c1ccc(NS(=O)(=O)c2cc3C(=O)NC(=O)c4cccc(c2)c43)cc1,1242010
EO-1428,HDCLCHNAEZNGNV-UHFFFAOYSA-N,Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl,-666
CGP-57380,UQPMANVRZYYQMD-UHFFFAOYSA-N,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,-666
BRD-K42541148,PBRCPUKRPJYRTF-WQRHYEAKSA-N,OC(=O)c1ccc(cc1)-c1ccc(\C=c2/sc3nc4ccccc4n3c2=O)o1,2243732
suloctidil,BFCDFTHTSVTWOG-YLJYHZDGSA-N,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,-666
Y-27152,RHFUXPCCELGMFC-UXHICEINSA-N,CC(=O)N(OCc1ccccc1)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N,-666
glimepiride,WIGIZIANZCJQQY-UHFFFAOYSA-N,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCC(C)CC3)C1=O,3476
XE-991,KHJFBUUFMUBONL-UHFFFAOYSA-N,O=C1c2ccccc2C(Cc2ccncc2)(Cc2ccncc2)c2ccccc12,-666
AMG-9810,GZTFUVZVLYUPRG-UHFFFAOYSA-N,CC(C)(C)c1ccc(C=CC(=O)Nc2ccc3OCCOc3c2)cc1,-666
cholic-acid,BHQCQFFYRZLCQQ-OELDTZBJSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,221493
MDL-28170,NGBKFLTYGSREKK-PMACEKPBSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C=O,72430
Ro-04-6790,JELFWSXQTXRMAJ-UHFFFAOYSA-N,CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,-666
JTE-013,RNSLRQNDXRSASX-UHFFFAOYSA-N,CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc2n(C)nc(C)c12,10223146
daunorubicin,STQGQHZAVUOBTE-VGBVRHCVSA-N,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,-666
tamoxifen,NKANXQFJJICGDU-UHFFFAOYSA-N,CCC(=C(c1ccccc1)c2ccc(OCCN(C)C)cc2)c3ccccc3,3032583
dexketoprofen,DKYWVDODHFEZIM-NSHDSACASA-N,C[C@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,667550
genistein,TZBJGXHYKVUXJN-UHFFFAOYSA-N,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,5280961
naftifine,OZGNYLLQHRPOBR-UHFFFAOYSA-N,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,47641
iobenguane,PDWUPXJEEYOOTR-UHFFFAOYSA-N,NC(=N)NCc1cccc(I)c1,2759362
pregnenolone,ORNBQBCIOKFOEO-QGVNFLHTSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,8955
dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCCc1ccc(O)c(O)c1,65340
PIT,LXEZPPZLNVOLDI-UHFFFAOYSA-N,[O-][N+]1=C(C(=O)c2ccccc12)c1ccccn1,124334
flufenamic-acid,LPEPZBJOKDYZAD-UHFFFAOYSA-N,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,3371
mifepristone,VKHAHZOOUSRJNA-VBWGZTFCSA-N,CC#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C,7048709
tacrolimus,QJJXYPPXXYFBGM-LJIGMGMYSA-N,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,6473866
acarbose,XUFXOAAUWZOOIT-SXARVLRPSA-N,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,444254
nateglinide,OELFLUMRDSZNSF-BRWVUGGUSA-N,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](Cc1ccccc1)C(O)=O,5311309
VU-0418946-1,QNRODODTMXCRKU-UHFFFAOYSA-N,C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1,46742353
reserpine,QEVHRUUCFGRFIF-UQJIOEFNSA-N,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@@H]3C[C@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1,11908593
enalapril,GBXSMTUPTTWBMN-UAGQMJEPSA-N,CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,5362032
capsazepine,DRCMAZOSEIMCHM-UHFFFAOYSA-N,Oc1cc2CCCN(Cc2cc1O)C(=S)NCCc1ccc(Cl)cc1,-666
Ro-16-6941,AIHKMGLJGLKLSI-UHFFFAOYSA-N,NCCNC(=O)c1ccc(Cl)cc1,4289
famciclovir,GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,-666
W-13,JJQKICOADUKSNS-UHFFFAOYSA-N,NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,4299
BRD-K45114207,DAGFDXMLUFAFEX-UHFFFAOYSA-N,CN1C(=O)c2ccc(NC(=O)c3cccc4ccccc34)cc2C1=O,877183
Y-26763,IWTCFIIOUXJOOV-OLZOCXBDSA-N,CC(=O)N(O)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N,-666
amcinonide,ILKJAFIWWBXGDU-KNPIAJNZSA-N,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,40469418
valsartan,ACWBQPMHZXGDFX-QFIPXVFZSA-N,CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O,60846
clofibrate,KNHUKKLJHYUCFP-UHFFFAOYSA-N,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,-666
ZD-7114,RVMBDLSFFNKKLG-GOSISDBHSA-N,COCCNC(=O)COc1ccc(OCCNC[C@@H](O)COc2ccccc2)cc1,-666
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1,-666
diethylcarbamazine,RCKMWOKWVGPNJF-UHFFFAOYSA-N,CCN(CC)C(=O)N1CCN(C)CC1,-666
androstanol,DJTOLSNIKJIDFF-PHFHYRSDSA-N,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@H](O)CC[C@]3(C)[C@H]1CC2,449196
azaperone,XTKDAFGWCDAMPY-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,-666
bezafibrate,IIBYAHWJQTYFKB-UHFFFAOYSA-N,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O,-666
ST-4062971,AZMVVBDUDPIZOY-UHFFFAOYSA-N,On1[n+](c(C#N)c2ccc(cc12)[N+]([O-])=O)-c1ccccc1,49835860
eugenitol,HMAUJNAGOIPKDG-UHFFFAOYSA-N,Cc1cc(=O)c2c(O)c(C)c(O)cc2o1,5036604
prednicarbate,FNPXMHRZILFCKX-YKGOFRARSA-N,CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)COC(=O)CC,-666
RS-67333,JBHLYIVFFLNISJ-UHFFFAOYSA-N,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,183782
voriconazole,BCEHBSKCWLPMDN-QFYYESIMSA-N,C[C@@H](c1ncncc1F)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,42052020
valyltryptophan,LZDNBBYBDGBADK-KBPBESRZSA-N,CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,168182
O-3M3FBS,SKJJIFRWCCSXGL-UHFFFAOYSA-N,Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1ccccc1C(F)(F)F,-666
U0126,DVEXZJFMOKTQEZ-UHFFFAOYSA-N,NC(=C(C#N)C(=C(N)Sc1ccccc1N)C#N)Sc2ccccc2N,3006531
